date,day,type,reactions,comments,shares
2012-01-27 17:11:24, 5, video, 15061, 543, 3097
2012-01-30 17:29:54, 1, photo, 13301, 526, 0
2012-01-30 17:29:55, 1, photo, 14799, 562, 1785
2012-01-31 16:57:35, 2, photo, 9858, 410, 0
2012-01-31 16:57:36, 2, photo, 10899, 459, 928
2012-02-01 17:56:07, 3, photo, 26104, 764, 0
2012-02-01 17:56:07, 3, photo, 5244, 427, 1199
2012-02-01 17:56:07, 3, photo, 1856, 107, 159
2012-02-01 17:56:07, 3, photo, 3298, 170, 484
2012-02-01 17:56:08, 3, photo, 2063, 72, 278
2012-02-01 17:56:08, 3, photo, 1631, 47, 169
2012-02-01 17:56:08, 3, photo, 1386, 39, 176
2012-02-01 17:56:08, 3, photo, 1740, 65, 172
2012-02-02 18:00:09, 4, photo, 18804, 394, 0
2012-02-02 18:00:09, 4, photo, 1736, 133, 147
2012-02-02 18:00:09, 4, photo, 1405, 88, 190
2012-02-02 18:00:09, 4, photo, 1145, 63, 79
2012-02-02 18:00:09, 4, photo, 1141, 48, 156
2012-02-02 18:00:10, 4, photo, 1192, 51, 142
2012-02-02 18:00:10, 4, photo, 1020, 44, 109
2012-02-03 16:41:53, 5, photo, 25438, 640, 0
2012-02-03 16:41:53, 5, photo, 4182, 272, 497
2012-02-03 16:41:53, 5, photo, 5750, 298, 1425
2012-02-03 16:41:53, 5, photo, 2924, 134, 398
2012-02-03 16:41:53, 5, photo, 4405, 329, 828
2012-02-03 16:41:53, 5, photo, 1686, 61, 91
2012-02-04 17:24:45, 6, photo, 562, 26, 76
2012-02-06 17:53:35, 1, photo, 24653, 605, 0
2012-02-06 17:53:35, 1, photo, 2322, 184, 275
2012-02-06 17:53:36, 1, photo, 1475, 103, 147
2012-02-06 17:53:36, 1, photo, 1871, 139, 225
2012-02-06 17:53:36, 1, photo, 1629, 97, 285
2012-02-06 17:53:36, 1, photo, 1167, 55, 136
2012-02-06 17:53:36, 1, photo, 595, 6, 39
2012-02-06 17:53:36, 1, photo, 978, 27, 111
2012-02-06 17:53:37, 1, photo, 1345, 68, 141
2012-02-07 17:11:57, 2, photo, 28965, 568, 0
